"","gene_id","log2foldchange","log2CPM","pvalue","FDR","change","logP"
"IGDCC3","IGDCC3",0.538808548359403,1.85099541606546,0.511073521997101,0.60190933192683,"not",0.29151661865037
"KCTD9","KCTD9",-0.149537749476544,4.36038826448312,0.511445840502166,0.602306714295991,"not",0.291200349080646
"GOLGA7","GOLGA7",-0.0966418293618175,5.97702200866269,0.511673119442198,0.602533247524406,"not",0.291007397928343
"EPHA4","EPHA4",0.92383923252199,5.43004378313467,0.512004244238473,0.602882027728596,"not",0.290726438942706
"TNFRSF1A","TNFRSF1A",0.192404892007579,7.238007837067,0.512200800220144,0.603072317147635,"not",0.2905597473613
"PWWP3A","PWWP3A",0.172261999824598,4.97989204007694,0.512329041889873,0.603153409578067,"not",0.290451025003951
"MINDY2","MINDY2",-0.249522598608779,5.83946956631059,0.512339584131309,0.603153409578067,"not",0.290442088578718
"GGN","GGN",0.289411634614672,1.35392462044893,0.512538085601492,0.603324650603922,"not",0.290273857585353
"OSGIN2","OSGIN2",0.29221890645716,4.84654165006591,0.512554972657368,0.603324650603922,"not",0.290259548727978
"USH1G","USH1G",0.501089976229733,-0.842535328743778,0.512947989709002,0.603745962361427,"not",0.289926667885234
"MYLK4","MYLK4",0.599692334156029,1.59570980029155,0.512990660166515,0.603745962361427,"not",0.28989054185713
"TCTEX1D2","TCTEX1D2",-0.162766834736323,3.06595888410344,0.513017867293147,0.603745962361427,"not",0.289867509095411
"ACP7","ACP7",-0.393029438874375,-3.48843387616027,0.513235147021267,0.6039604761544,"not",0.289683610218534
"RANBP10","RANBP10",-0.112692152587524,4.55686109747869,0.513473418529132,0.604199661533018,"not",0.28948203402371
"SIRT5","SIRT5",-0.0988301996939907,4.06783039249341,0.513753157595746,0.604487605476618,"not",0.289245495875593
"TRAPPC2B","TRAPPC2B",0.199304481715871,2.85208406236117,0.514000300562106,0.604737159839024,"not",0.289036627050588
"UBA5","UBA5",0.105566658089837,5.27369726164369,0.514411717819275,0.605174316015998,"not",0.288689147147813
"CCDC125","CCDC125",-0.205046299244634,3.23130696014724,0.514442009117511,0.605174316015998,"not",0.288663574331516
"GFI1B","GFI1B",0.828433350265594,-3.20129444886418,0.514631122206644,0.605355512555433,"not",0.288503953465922
"PER2","PER2",0.197925332231331,3.88528814947282,0.515175575546092,0.605954639130731,"not",0.288044735044595
"NPC2","NPC2",-0.192287838632133,7.63826487896052,0.51532763063963,0.60609217276851,"not",0.287916571079357
"UQCRC1","UQCRC1",-0.128725359826806,7.66085905186764,0.51555003872456,0.606312426267195,"not",0.287729176185889
"ABRACL","ABRACL",0.569521549746662,4.96870103553639,0.516066451971851,0.606878390838567,"not",0.287294372274869
"MYMK","MYMK",-0.538506187279178,-0.083679164505654,0.516168821796389,0.606957409029351,"not",0.287208231738528
"CNN3","CNN3",0.371454651810776,8.25114646486965,0.516335367255946,0.607101038778248,"not",0.287068126205852
"PAXX","PAXX",0.17903167153718,4.88235525823027,0.516361335561261,0.607101038778248,"not",0.287046284571857
"MC1R","MC1R",0.308582270341158,1.92319992668254,0.516444555630975,0.607157512258123,"not",0.286976296556787
"NUBP1","NUBP1",-0.148052440995968,3.90946920929822,0.516538436073982,0.607226510046093,"not",0.286897356712093
"RNF157","RNF157",0.789022448352313,3.99927236734616,0.516817682484864,0.607510604614285,"not",0.286662635736213
"CSF3","CSF3",-0.478673753804915,-2.97909290994342,0.516850517284132,0.607510604614285,"not",0.286635044731393
"POU1F1","POU1F1",1.70668297033835,-1.16485721925603,0.517316962775461,0.607976833540834,"not",0.286243280881464
"SEPTIN11","SEPTIN11",0.291550419494946,7.54699049596028,0.517317639527471,0.607976833540834,"not",0.286242712739507
"ZNF70","ZNF70",-0.352911675370529,3.30929784200243,0.517450641182223,0.608091726050484,"not",0.286131070575484
"FKRP","FKRP",0.157171271472208,4.16942927742051,0.517526327509048,0.608139252326929,"not",0.286067551955942
"H2BC18","H2BC18",0.335197573018448,1.56332977434444,0.517632602447584,0.608222714009742,"not",0.285978377978504
"STRBP","STRBP",0.201154473308357,4.99081070896869,0.517672845963177,0.608228582125467,"not",0.28594461492473
"CHD3","CHD3",0.229261085186401,7.8876231008266,0.517812106746569,0.608335864567394,"not",0.285827799726249
"APOD","APOD",-0.447666762191495,4.35631876418996,0.517834666981506,0.608335864567394,"not",0.285808878631155
"STX17","STX17",-0.138753960636287,3.33646543375744,0.517922542498697,0.608397676548098,"not",0.285735185970456
"GPR85","GPR85",0.549221864217329,1.51681876016572,0.518073103259012,0.60853131849073,"not",0.285608954343665
"TVP23C","TVP23C",-0.236652862033982,1.25970486155489,0.518106844389876,0.60853131849073,"not",0.28558067047852
"MAGEF1","MAGEF1",0.141205319645094,5.69262974593047,0.518320131197705,0.608740393671141,"not",0.285401923133666
"QDPR","QDPR",-0.187567465968983,5.227655658224,0.518620402647342,0.609037340607773,"not",0.285150401984596
"REV1","REV1",0.145663090767905,4.61921712078754,0.518643563192734,0.609037340607773,"not",0.285131007698484
"SIGLEC11","SIGLEC11",-0.337154701359789,0.345255542187401,0.518887039470817,0.609241523538117,"not",0.284927176783588
"C3orf20","C3orf20",0.695023439125572,-1.66393830210263,0.518912204682878,0.609241523538117,"not",0.284906114689358
"MMP2","MMP2",0.51791101360195,7.51821051411452,0.518926272206978,0.609241523538117,"not",0.284894341281015
"CCER2","CCER2",-0.321778437246638,-1.81128378405523,0.518971772328132,0.609241523538117,"not",0.284856263453121
"GOLGA8A","GOLGA8A",0.405299781704495,5.29103401399263,0.518993981714679,0.609241523538117,"not",0.284837678227187
"AC135178.3","AC135178.3",0.500321850791293,-1.46998873475618,0.519108561715736,0.609334573632995,"not",0.284741808194477
"ZCCHC18","ZCCHC18",0.564091074069838,-0.232447522645666,0.519154660137313,0.609347232206608,"not",0.284703243233863
"CALM1","CALM1",0.195317955459133,8.66251689057394,0.519265649809281,0.609436048664069,"not",0.284610405677037
"HEYL","HEYL",0.508828901053537,5.17406549568417,0.519546688113636,0.60972441701699,"not",0.284375419273223
"CBLN4","CBLN4",1.17868939033243,1.15466737607197,0.519645550740561,0.609798964773421,"not",0.284292786836482
"AP1S3","AP1S3",0.591706189898956,4.21671543962093,0.519792513736906,0.609929943864693,"not",0.284169979675646
"SERF1A","SERF1A",-0.319607906815772,-2.21235608009225,0.519837097086449,0.609940779969175,"not",0.284132731212344
"IL1A","IL1A",0.913139185278531,-2.41175098554804,0.519969817680635,0.610055021695748,"not",0.284021864817469
"ETAA1","ETAA1",0.258968637991205,4.3532762713523,0.520119898202951,0.610189614053027,"not",0.283896531123385
"SGSM3","SGSM3",-0.127758766762441,5.44138374311259,0.520248662312145,0.610285318098327,"not",0.283789027793319
"PLEKHN1","PLEKHN1",0.575963554845678,-0.497034643411069,0.520301910020169,0.610285318098327,"not",0.283744579812791
"AL138752.2","AL138752.2",-0.263834822451671,-3.27777212498047,0.520307581254389,0.610285318098327,"not",0.283739846075979
"MCRS1","MCRS1",0.120332210243079,5.76637944340566,0.520583727140824,0.610567714234292,"not",0.283509411569466
"YIPF2","YIPF2",-0.141669126060145,4.6150303197406,0.520713561061069,0.610678481350422,"not",0.283401111747584
"RBP4","RBP4",0.832278592289544,3.69427433548944,0.520961360155755,0.61088926976575,"not",0.283194487244525
"PCNX1","PCNX1",0.143517494156259,5.85779166319136,0.520978055015096,0.61088926976575,"not",0.283180569956854
"ARMH4","ARMH4",-0.286467095679213,4.28173713550067,0.520999507034064,0.61088926976575,"not",0.283162687626554
"SLC6A2","SLC6A2",-0.47560834731281,-2.92644265953388,0.521038964505132,0.610894022731267,"not",0.283129797934991
"AGO4","AGO4",-0.152721685381423,4.04234958529172,0.521130550717162,0.610959889429585,"not",0.283053466040756
"CHMP5","CHMP5",-0.116032588321004,6.37762000190103,0.521202375680313,0.611002581178327,"not",0.282993613407459
"AMOTL1","AMOTL1",-0.270839793005189,5.11199190497033,0.521506340505535,0.61131738487928,"not",0.282740407026853
"RBM20","RBM20",0.922386009040216,1.95507514012603,0.522022372600899,0.611880717290164,"not",0.282310883800602
"BLK","BLK",1.1766535851652,-0.475975329984379,0.52209659617599,0.611926149097725,"not",0.282249138175616
"TAMALIN","TAMALIN",-0.26984246413297,3.78102698492473,0.522541206259513,0.612405658765734,"not",0.281879456517377
"TMCC2","TMCC2",-0.213384569439237,2.71200320450313,0.522590149645601,0.612421422992043,"not",0.281838780592003
"NKIRAS1","NKIRAS1",0.198440018604294,3.82784466537476,0.522733664380762,0.612535419287521,"not",0.281719530160496
"NCKAP5L","NCKAP5L",-0.13437369539435,5.20988144938899,0.522758422742859,0.612535419287521,"not",0.281698961052084
"TENT4B","TENT4B",0.207448689610803,4.70637804609062,0.523347536605328,0.613184066281316,"not",0.281209815713712
"IER5L","IER5L",0.217065180005919,5.84964866321828,0.523528134675671,0.613347826495483,"not",0.281059974145468
"VPS54","VPS54",0.111420425994482,5.18086756201289,0.523558396780758,0.613347826495483,"not",0.281034870842429
"UGT3A2","UGT3A2",1.22503999080986,2.31142022397518,0.523620375580839,0.613378790267982,"not",0.280983462140091
"SAMD4A","SAMD4A",0.427482886571834,4.72935073366134,0.523670570174075,0.613395946531374,"not",0.280941832381008
"RUFY3","RUFY3",0.308228068291278,5.18089313179815,0.523838838733417,0.613551395760596,"not",0.28080230502821
"AC009779.3","AC009779.3",-0.233445134790191,-0.551044915939349,0.523980842190521,0.613676062716177,"not",0.280684591419023
"C1orf122","C1orf122",0.215235243265614,5.52023135873297,0.524049244991154,0.61369673168617,"not",0.28062790037691
"WBP1L","WBP1L",-0.154753333684085,5.59750833607924,0.524069622798941,0.61369673168617,"not",0.280611013037605
"MSH4","MSH4",0.468821788527749,-1.26381797358541,0.524325283173071,0.613954449046643,"not",0.280399199929216
"CAMKK1","CAMKK1",0.376896499205418,2.62626921713152,0.524789826572157,0.614441206686764,"not",0.280014592661359
"TNFAIP8","TNFAIP8",-0.268201409754728,4.24784398491923,0.524812199602986,0.614441206686764,"not",0.279996078055648
"CDO1","CDO1",0.697915823280338,2.71970937292166,0.524981663851767,0.614536340104787,"not",0.279855865026544
"KIR2DL4","KIR2DL4",0.713942754799396,-1.94660874997301,0.524998187577247,0.614536340104787,"not",0.279842195882727
"MPP3","MPP3",-0.289556615459738,1.68020339539021,0.525000300752516,0.614536340104787,"not",0.279840447803337
"EZR","EZR",-0.221228579772373,7.91818578181543,0.525047071407755,0.61454684775242,"not",0.27980175957262
"CFHR3","CFHR3",-0.481207151925126,-3.27478611731748,0.52508050863019,0.61454684775242,"not",0.279774102740299
"MSI1","MSI1",-0.291919377383145,3.22073829073012,0.525134842198995,0.614547792677016,"not",0.279729165729777
"IGFBP2","IGFBP2",-0.288892077720668,7.41658344126296,0.525171919217791,0.614547792677016,"not",0.279698503555131
"MAPKAPK3","MAPKAPK3",-0.195313915225811,5.61351082205363,0.525238255547092,0.614547792677016,"not",0.279643649741839
"TENT5A","TENT5A",0.691637542765258,5.34195696407832,0.525242424769152,0.614547792677016,"not",0.279640202424495
"AASS","AASS",-0.344680203056431,2.45634058630984,0.525259394169842,0.614547792677016,"not",0.279626171573812
"CEP43","CEP43",0.153231629066207,3.85307979491785,0.525648185764974,0.614960976701785,"not",0.279304830182231
"SLC17A5","SLC17A5",0.240138785658039,4.94788348729147,0.525892587562566,0.615205193111327,"not",0.279102950508775
"FAIM","FAIM",-0.162079324771613,3.77347257367494,0.525967640455268,0.615251280323751,"not",0.279040974485082
"GTSF1L","GTSF1L",1.3333757775111,-3.763536399278,0.52609929646221,0.61536356836059,"not",0.278932278972247
"SMCO3","SMCO3",0.738559094966202,2.33285816416276,0.526324975975706,0.615565986154345,"not",0.278746020689425
"PEX16","PEX16",-0.144961929957069,4.2140210100647,0.526343700940087,0.615565986154345,"not",0.278730570151409
"OTUD7B","OTUD7B",0.144375190926321,4.87724689221188,0.526401643417508,0.615592026917595,"not",0.278682763531561
"FERMT1","FERMT1",1.07906186543929,3.20224720614515,0.5264719225687,0.615632490100496,"not",0.278624785349589
"POMGNT2","POMGNT2",0.209744933103827,5.11719240401483,0.5265366023327,0.615666400572659,"not",0.278571433332076
"FAHD1","FAHD1",-0.164317364580255,5.20892476570129,0.526683106974398,0.615795975799108,"not",0.278450611138357
"RCOR3","RCOR3",-0.132306131837222,5.74388885875494,0.527010958623581,0.616137549363093,"not",0.278180354008956
"CRHR1","CRHR1",0.704523322293983,-2.13838869848749,0.527091340154426,0.616164667681536,"not",0.278114118966302
"DSC1","DSC1",1.8716670163824,-1.41962305133192,0.527105572856977,0.616164667681536,"not",0.278102392154916
"LONRF1","LONRF1",-0.205675979984234,3.97785533551398,0.527591204397423,0.616690572542849,"not",0.277702453295318
"UNC45B","UNC45B",1.16657467279071,-1.49197784764107,0.52800553546357,0.617133070136416,"not",0.277361524419442
"NPIPB9","NPIPB9",-0.326892035317622,-2.96717172594412,0.52821816228089,0.617339771752693,"not",0.277186670068207
"MRPL2","MRPL2",-0.141874647368517,4.98230123385628,0.528385670514004,0.617493717894964,"not",0.277048968690139
"ATF7-NPFF","ATF7-NPFF",-0.203927696754566,0.182713961942721,0.528475899524001,0.61755733755158,"not",0.276974813356355
"RFLNA","RFLNA",0.490641866724065,1.56633567131604,0.528620393580653,0.617684356418648,"not",0.276856086288117
"IL12B","IL12B",-0.428657857485295,-3.10787984342858,0.528745178231359,0.617771459326276,"not",0.276753580046333
"TMEM184C","TMEM184C",0.316233371712033,5.88291016114561,0.5287665420336,0.617771459326276,"not",0.276736032852767
"SYNRG","SYNRG",0.136419916661053,5.66717317697452,0.52928432726208,0.61833453398153,"not",0.276310965794051
"EGLN3","EGLN3",-0.332899681951412,3.28471023654885,0.529333258809291,0.618349832831515,"not",0.276270817772255
"TOR1AIP2","TOR1AIP2",0.113066615663919,6.51844502458373,0.529409484774183,0.61839701189944,"not",0.276208282248516
"PTGFR","PTGFR",1.00766723168943,2.9719452969126,0.529934379450132,0.618968233765114,"not",0.27577790475222
"CLN8","CLN8",0.373883923510447,4.60722969895967,0.530003846009003,0.618979121189082,"not",0.275720978900292
"MCOLN2","MCOLN2",0.55794777219554,-0.0286342311495183,0.53001544570088,0.618979121189082,"not",0.275711474012572
"ACAP3","ACAP3",-0.173642555341522,4.49196985161795,0.530198015727152,0.619150430520574,"not",0.275561901952532
"FAM3A","FAM3A",-0.126882246392125,5.13881982743434,0.53054214291814,0.619510365842356,"not",0.275280112780802
"RBM12B","RBM12B",0.145718998900625,4.19630326219966,0.530697569769061,0.61964992328902,"not",0.275152901136967
"BPHL","BPHL",-0.143667001902226,4.03165184628319,0.531075206885833,0.620048900116046,"not",0.274843973037664
"SMG7","SMG7",0.119274444146926,6.63646827930425,0.531516074120491,0.620521641336203,"not",0.274483596999064
"C8orf89","C8orf89",0.454210479508097,-2.37878507860856,0.531609566538835,0.620588801206116,"not",0.274407212346228
"AC233992.2","AC233992.2",0.543587801477965,-3.53341799700591,0.532442038860257,0.621518561800415,"not",0.273727662205125
"TRIM45","TRIM45",-0.176476241093208,3.12447384462875,0.532503605923593,0.621548381263045,"not",0.273677446992668
"FAM221A","FAM221A",-0.276140837288978,2.83455942950587,0.532970568845314,0.622051350475236,"not",0.273296772476207
"HSPA12B","HSPA12B",-0.324011891064366,3.40493734245755,0.533294053965263,0.622370453176723,"not",0.273033258515645
"EGFL8","EGFL8",-0.19697328498755,0.546538682148779,0.533316112470068,0.622370453176723,"not",0.273015295276181
"MRPS36","MRPS36",-0.136016355365982,4.91024581569301,0.533440111550951,0.622431745820139,"not",0.272914331034082
"C4BPB","C4BPB",1.36817695069859,-1.16422754449718,0.533440779900795,0.622431745820139,"not",0.272913786904646
"GALNT8","GALNT8",0.780481588699649,0.757089328362371,0.533569714025755,0.622540091656934,"not",0.272808829400309
"MAPK1IP1L","MAPK1IP1L",-0.08582336892084,7.25163546262962,0.533660436789654,0.622603842921263,"not",0.272734992663577
"EMC3","EMC3",-0.10738960552093,5.53049400297198,0.533859528850762,0.622794007864235,"not",0.272573001155567
"SNX7","SNX7",-0.384031259044444,3.73893368473303,0.534126943949059,0.623063846527921,"not",0.272355513561945
"CRACDL","CRACDL",-0.354055339185879,3.56050203584046,0.534239501285596,0.623153017960046,"not",0.272264003704901
"CMTM6","CMTM6",0.181266969171399,6.40062631430471,0.534298955834036,0.623180240835223,"not",0.272215674546197
"GPR75","GPR75",-0.231889641249633,-0.267513598330921,0.534467871148475,0.623335121099489,"not",0.272078396727071
"SLC25A11","SLC25A11",-0.122636941942186,6.21368121562621,0.534590728956587,0.623436268460794,"not",0.271978577187991
"CRYBA4","CRYBA4",1.13152194437977,-2.46326832299536,0.53499721500332,0.623868145224186,"not",0.271648478748563
"CAV2","CAV2",-0.365511391144331,4.9590726697198,0.535077245197125,0.623919304357102,"not",0.271583517527802
"KNDC1","KNDC1",-0.415076011233259,0.918808263143149,0.535224495087878,0.624048831863054,"not",0.27146401886119
"ACAP1","ACAP1",0.322686667434942,3.01999768557732,0.535503293832282,0.624331711829461,"not",0.271237853517868
"GRK4","GRK4",0.185225718987151,2.32822858722913,0.535606086637601,0.624409365916614,"not",0.271154496301359
"ABCB9","ABCB9",-0.201401697279723,2.80106619474708,0.535939259198822,0.624755567995924,"not",0.270884428384803
"GGCX","GGCX",-0.0978312348092149,5.67440023027071,0.536468307337114,0.625330044119564,"not",0.270455929532444
"KLHL5","KLHL5",0.220835385760102,5.44755905977229,0.536768246348006,0.625637401427644,"not",0.270213183680596
"KCNG2","KCNG2",0.546971963737807,-1.68803043268949,0.536914508458188,0.625748867484177,"not",0.270094860409645
"GRM3","GRM3",1.13861085636853,0.402836127478963,0.536945357033997,0.625748867484177,"not",0.270069908613451
"WIPF3","WIPF3",-0.430455080548269,3.1884416060201,0.53697267347657,0.625748867484177,"not",0.270047814971404
"RBM43","RBM43",-0.195040162006648,3.7297252693766,0.537360041261013,0.626138748800872,"not",0.269734631362204
"NR6A1","NR6A1",0.394343813735593,2.36128391977693,0.537379816342632,0.626138748800872,"not",0.269718649431756
"GPR37","GPR37",-0.391384500305849,-0.322358181906075,0.537475556315197,0.626208016490124,"not",0.269641282107834
"SEC23B","SEC23B",0.123398815095136,5.87792939304522,0.537759535775214,0.626496576179955,"not",0.26941187978227
"TRMT10A","TRMT10A",0.21607987950957,3.52785932460577,0.538213824547514,0.626983495987534,"not",0.269045151151248
"RAB28","RAB28",0.133175322389631,4.22800389078081,0.538288769268405,0.627028469163999,"not",0.268984681108778
"PLXND1","PLXND1",-0.256261915178754,6.3695672134311,0.53856959279495,0.627313239076337,"not",0.268758170148696
"AC114490.2","AC114490.2",-0.257132952526669,-0.247949287182172,0.538729825630268,0.627457518815409,"not",0.268628979998731
"CS","CS",0.134866991988072,7.61954867223907,0.539014069502273,0.627746204728788,"not",0.26839989858422
"AS3MT","AS3MT",0.48953304334943,-0.0782593817241955,0.539849118051847,0.628676286156754,"not",0.267727603795027
"ZNF264","ZNF264",0.111263812985419,5.79732675089362,0.540157507620704,0.628992967606644,"not",0.26747958329499
"SPDEF","SPDEF",0.642177730804324,-2.58997078809765,0.540392029539849,0.629195269696661,"not",0.267291065187367
"MEAK7","MEAK7",0.168722118228868,4.12955899297341,0.540404166728746,0.629195269696661,"not",0.26728131105577
"AC018630.4","AC018630.4",0.235871391451018,-1.16394121906681,0.540578216445748,0.629319788648097,"not",0.267141458948094
"RAG1","RAG1",-0.392248467962879,1.28113576706936,0.540584057220637,0.629319788648097,"not",0.267136766560344
"ZMAT5","ZMAT5",0.188235496967596,3.86855962388882,0.540627684318942,0.629328117987138,"not",0.267101718831323
"NPHP4","NPHP4",-0.177708728768175,3.5974612714473,0.54075591754971,0.629434926964398,"not",0.266998719332008
"CCNT2","CCNT2",0.130208573160469,5.18881804822639,0.541052792217745,0.629738005377214,"not",0.266760357351342
"DBNL","DBNL",0.121411396013779,6.4530837261636,0.541095788394651,0.629745570534851,"not",0.266725846374351
"CARNMT1","CARNMT1",-0.126718893464678,4.62307538439462,0.541278433229047,0.629915651538895,"not",0.266579276652171
"NPIPB4","NPIPB4",-0.185687638444422,1.79659710783656,0.541414667455616,0.630012064260084,"not",0.266469982941663
"IST1","IST1",-0.0778859865850673,6.62130136386322,0.54143430315345,0.630012064260084,"not",0.266454232499173
"CUBN","CUBN",-0.363621618230442,5.62346000679656,0.54158207125645,0.630141513117333,"not",0.266335721138405
"EFHC2","EFHC2",0.737448047928905,3.04602601350607,0.541646675268743,0.63017418796859,"not",0.2662839182922
"MTSS2","MTSS2",-0.174238946161165,4.33993545721316,0.541709158858586,0.630204391592833,"not",0.266233821588137
"SLCO1C1","SLCO1C1",-0.332650265523848,-1.24609401965701,0.541820559623218,0.630291495739137,"not",0.266144519492025
"CLEC4D","CLEC4D",-0.350096029324883,-2.97059603915236,0.541910120651009,0.630353184025426,"not",0.266072738078137
"ATP9B","ATP9B",-0.10933124587882,4.4981981639765,0.542022087558972,0.630431440001241,"not",0.265983015473553
"RMND5A","RMND5A",0.153636514956892,6.14057775492801,0.54205046907322,0.630431440001241,"not",0.265960275418095
"PLEKHF1","PLEKHF1",0.425356941343546,3.30213873953254,0.542119869483053,0.630469660169177,"not",0.265904674902195
"NOMO2","NOMO2",0.380323074855227,3.09153405537968,0.542436216755188,0.630795047857579,"not",0.265651321700286
"WNT2B","WNT2B",0.448049496215413,2.7726337272524,0.542519498010676,0.63084937921519,"not",0.265584648767403
"MYO16","MYO16",-0.417730422593018,-0.774724738792324,0.543244321674214,0.631649647607046,"not",0.26500480449836
"FAM76B","FAM76B",0.193826781515654,4.34211660292924,0.543707114188381,0.632145155671486,"not",0.264634984392912
"DCAF5","DCAF5",0.151448054864298,5.91291407415988,0.543786701527558,0.632195090611643,"not",0.264571417424905
"PLA2G3","PLA2G3",1.02724427220258,-1.47181519812194,0.544205891103022,0.632639806709064,"not",0.264236761233794
"DPH1","DPH1",0.189570015222336,4.44806435916186,0.544465905229424,0.632899433760018,"not",0.264029310828923
"BMP3","BMP3",1.17389699575782,2.79892478113344,0.544514576293637,0.632913372445046,"not",0.263990489977697
"PLPP4","PLPP4",-0.412998771080179,2.74484510087767,0.544626002943002,0.633000247930857,"not",0.263901627290827
"MTMR7","MTMR7",0.541377677083409,1.78432700216399,0.544684933491119,0.633026101393498,"not",0.263854637563594
"RPS6KA5","RPS6KA5",0.289445978906737,3.61548754702647,0.545155564680662,0.633530392548816,"not",0.263479550490434
"PHOSPHO1","PHOSPHO1",0.456228393396466,0.831170157683529,0.545236291599438,0.633581534887756,"not",0.263415244699397
"HDAC5","HDAC5",-0.126139535083007,5.95712428506296,0.54551815389373,0.633840756352832,"not",0.26319079227145
"PPP1R7","PPP1R7",0.107390201859719,5.91585016433759,0.545532835270699,0.633840756352832,"not",0.263179104383225
"PTGES","PTGES",0.616429298234482,5.03351837981199,0.54565146298505,0.633935900471791,"not",0.263084676041415
"NADK2","NADK2",-0.116076317037166,5.11938955559285,0.545694286800759,0.633942969012798,"not",0.263050593081236
"CCN3","CCN3",-0.393415056471351,4.30996635960464,0.545778769663002,0.633998429415316,"not",0.262983362029138
"ABCA5","ABCA5",0.652529282401403,5.33296370676602,0.545835862310285,0.634022066924535,"not",0.262937933869844
"HHLA2","HHLA2",1.98728969910204,2.73769748885099,0.546142894293781,0.63433600168546,"not",0.262693712452701
"CD101","CD101",0.406365808355207,0.322031728683531,0.546373256368813,0.634489233851144,"not",0.262510566456281
"MARCHF6","MARCHF6",0.113057632637757,7.01105167342003,0.546382379569474,0.634489233851144,"not",0.262503314778826
"UNK","UNK",-0.120521707226636,4.96049047276773,0.546385136238432,0.634489233851144,"not",0.262501123633683
"SIAH1","SIAH1",0.140985043356868,4.36356510427948,0.546525512309948,0.634585112458643,"not",0.262389559978106
"RHBDD2","RHBDD2",-0.166739478717511,7.20197487044278,0.546541255070872,0.634585112458643,"not",0.262377050231394
"CELA2B","CELA2B",-0.305862616709368,-2.90223599400887,0.546891486880389,0.634949038226424,"not",0.262098836964814
"GPR156","GPR156",0.383783850024388,-0.416304858529045,0.546959863296637,0.634977017219416,"not",0.262044541652562
"SNX24","SNX24",-0.142247965138647,4.07888430972245,0.546989184813062,0.634977017219416,"not",0.262021260544891
"SPESP1","SPESP1",0.926435519814969,2.32480266951423,0.547233555436439,0.635217961591372,"not",0.261827280268057
"ERC1","ERC1",0.21676297890611,6.56650952678008,0.547289205695003,0.635239825391314,"not",0.261783117458311
"AC005020.2","AC005020.2",-0.304473483000699,-2.67760093519641,0.547449646342461,0.635383308511412,"not",0.261655820453671
"SUFU","SUFU",-0.121044785071332,4.82778198895611,0.547652146955593,0.635575584861364,"not",0.261495205430656
"ZNF462","ZNF462",-0.262249090718375,4.73068650215613,0.547834207052294,0.635744114781581,"not",0.261350853662493
"CYP27C1","CYP27C1",0.745452800954694,0.901596369245414,0.548001823829692,0.635892169336315,"not",0.261217996118089
"ADCY2","ADCY2",1.06667507341816,0.0859338866640898,0.548035494071303,0.635892169336315,"not",0.261191313084762
"SLC9A9","SLC9A9",0.487199989386171,2.78888292945336,0.548104474823926,0.635901169170281,"not",0.261136652254737
"ERN2","ERN2",-0.377923674447584,-1.72174507061891,0.548116956770187,0.635901169170281,"not",0.261126762208386
"GFOD1","GFOD1",-0.260359962790413,2.81363730927957,0.548162262745178,0.635910975102061,"not",0.261090865997646
"MARF1","MARF1",-0.112408192498374,6.16554197303094,0.548559124752591,0.636328584713005,"not",0.260776556475858
"RHEB","RHEB",0.14151883476084,6.69233346278778,0.549068149081368,0.636876237725128,"not",0.260373748567818
"B3GALT2","B3GALT2",0.803203677578556,1.73332889071054,0.54917768988784,0.636960478524883,"not",0.260287114107183
"HLA-G","HLA-G",-0.269001326232616,-1.59390119832272,0.54922303350224,0.636970254273501,"not",0.260251257463765
"MEI1","MEI1",0.309527519782465,0.0566162573910984,0.549299654049001,0.637016300195948,"not",0.260190674498862
"GPX2","GPX2",-0.424396540001098,1.65224439803298,0.549573745330659,0.637291329010788,"not",0.259974022910612
"SSUH2","SSUH2",0.92195200609,0.793313784813779,0.549630000222813,0.637313732534415,"not",0.259929570388752
"C1QTNF12","C1QTNF12",0.456605913749148,1.03507592414356,0.549693997541788,0.637345110037868,"not",0.259879005345916
"H3C6","H3C6",0.374845473346696,-0.0198973378171917,0.550071642250143,0.637740118727825,"not",0.259580743582735
"TLE1","TLE1",-0.282879344626575,4.98491655088429,0.550652188842165,0.638370298204216,"not",0.259122630116561
"ISOC1","ISOC1",0.409590424708561,5.13840026001464,0.550720449448131,0.638406540492274,"not",0.259068796920584
"SUGCT","SUGCT",0.357421921810894,2.84439999165954,0.550960165726364,0.638641519522263,"not",0.258879799388871
"LMAN2L","LMAN2L",-0.106575093979225,5.2419794645594,0.551219820575457,0.638888816971408,"not",0.258675174605898
"TIFA","TIFA",0.377738123531966,3.61326236583637,0.551247563434965,0.638888816971408,"not",0.258653317141498
"CAPS2","CAPS2",-0.342892266683858,2.2271667897954,0.55140211156217,0.639025014104724,"not",0.258531575121717
"PLAAT5","PLAAT5",0.861163604052532,0.891520376608946,0.551480543466239,0.639072987072529,"not",0.258469805099231
"MGRN1","MGRN1",0.114945765567649,6.98790610551829,0.551813180133649,0.639415514284206,"not",0.258207930549559
"RUNX1T1","RUNX1T1",-0.350704228728703,2.87527060839291,0.551991713274632,0.639579439467753,"not",0.258067442028254
"DTD1","DTD1",0.1621328063375,4.62510238624122,0.552074759546125,0.63963271174165,"not",0.258002108031782
"SPOCD1","SPOCD1",0.49863887935918,-0.756818063192066,0.552128612077698,0.639652155324337,"not",0.257959746528606
"EML2","EML2",-0.175657500975823,4.18670346393928,0.552487590442992,0.640025067008649,"not",0.257677472326395
"NHLRC1","NHLRC1",0.241218263582154,0.835236229349779,0.552641199963203,0.640160036611512,"not",0.257556741117499
